product_code,date,amount
P698,2019-05-19,2
P699,2019-05-19,0
P700,2019-05-19,1
P701,2019-05-19,1
P702,2019-05-19,4
P703,2019-05-19,1
P704,2019-05-19,1
P705,2019-05-19,3
P706,2019-05-19,0
P707,2019-05-19,0
P708,2019-05-19,0
P711,2019-05-19,0
P712,2019-05-19,0
P713,2019-05-19,0
P714,2019-05-19,0
P715,2019-05-19,0
P716,2019-05-19,0
P717,2019-05-19,0
P718,2019-05-19,0
P719,2019-05-19,0
P720,2019-05-19,0
P721,2019-05-19,0
P722,2019-05-19,0
P724,2019-05-19,0
P726,2019-05-19,1
P727,2019-05-19,1
P728,2019-05-19,1
P729,2019-05-19,2
P730,2019-05-19,0
P731,2019-05-19,0
P732,2019-05-19,0
P733,2019-05-19,0
P734,2019-05-19,0
P735,2019-05-19,0
P736,2019-05-19,1
P737,2019-05-19,2
P738,2019-05-19,0
P739,2019-05-19,1
P740,2019-05-19,0
P741,2019-05-19,0
P742,2019-05-19,0
P743,2019-05-19,0
P744,2019-05-19,1
P745,2019-05-19,3
P746,2019-05-19,1
P747,2019-05-19,2
P748,2019-05-19,0
P749,2019-05-19,0
P750,2019-05-19,0
P751,2019-05-19,0
P752,2019-05-19,2
P753,2019-05-19,1
P754,2019-05-19,2
P755,2019-05-19,0
P756,2019-05-19,0
P757,2019-05-19,0
P758,2019-05-19,1
P759,2019-05-19,0
P760,2019-05-19,0
P761,2019-05-19,1
P762,2019-05-19,0
P763,2019-05-19,0
P764,2019-05-19,2
P765,2019-05-19,1
P766,2019-05-19,0
P767,2019-05-19,1
P768,2019-05-19,1
P769,2019-05-19,2
P770,2019-05-19,1
P771,2019-05-19,0
P772,2019-05-19,1
P773,2019-05-19,0
P774,2019-05-19,0
P775,2019-05-19,0
P776,2019-05-19,0
P777,2019-05-19,0
P778,2019-05-19,0
P779,2019-05-19,0
P780,2019-05-19,0
P781,2019-05-19,18
P782,2019-05-19,0
P783,2019-05-19,12
P784,2019-05-19,5
P785,2019-05-19,3
P786,2019-05-19,3
P787,2019-05-19,1
P788,2019-05-19,6
P789,2019-05-19,4
P790,2019-05-19,2
P791,2019-05-19,7
P792,2019-05-19,0
P793,2019-05-19,1
P794,2019-05-19,0
P795,2019-05-19,0
P796,2019-05-19,4
P797,2019-05-19,3
P798,2019-05-19,4
P799,2019-05-19,5
P800,2019-05-19,0
P801,2019-05-19,1
P802,2019-05-19,0
P803,2019-05-19,9
P804,2019-05-19,2
P805,2019-05-19,1
P806,2019-05-19,2
P807,2019-05-19,1
P808,2019-05-19,2
P809,2019-05-19,2
P810,2019-05-19,0
P811,2019-05-19,2
P812,2019-05-19,1
P813,2019-05-19,0
P814,2019-05-19,5
P815,2019-05-19,0
P816,2019-05-19,3
P817,2019-05-19,0
P818,2019-05-19,1
P819,2019-05-19,0
P1,2019-05-26,5
P2,2019-05-26,4
P3,2019-05-26,7
P4,2019-05-26,6
P5,2019-05-26,11
P6,2019-05-26,4
P7,2019-05-26,7
P8,2019-05-26,12
P9,2019-05-26,18
P10,2019-05-26,16
P11,2019-05-26,18
P12,2019-05-26,3
P13,2019-05-26,7
P14,2019-05-26,15
P15,2019-05-26,39
P16,2019-05-26,44
P17,2019-05-26,29
P18,2019-05-26,35
P19,2019-05-26,39
P20,2019-05-26,8
P21,2019-05-26,9
P22,2019-05-26,9
P23,2019-05-26,3
P24,2019-05-26,35
P25,2019-05-26,34
P26,2019-05-26,16
P27,2019-05-26,41
P28,2019-05-26,29
P29,2019-05-26,12
P30,2019-05-26,43
P31,2019-05-26,10
P32,2019-05-26,6
P33,2019-05-26,10
P34,2019-05-26,39
P35,2019-05-26,39
P36,2019-05-26,38
P37,2019-05-26,46
P38,2019-05-26,27
P39,2019-05-26,34
P40,2019-05-26,38
P41,2019-05-26,37
P42,2019-05-26,31
P43,2019-05-26,61
P44,2019-05-26,40
P45,2019-05-26,46
P46,2019-05-26,35
P47,2019-05-26,31
P48,2019-05-26,34
P49,2019-05-26,32
P50,2019-05-26,5
P51,2019-05-26,20
P52,2019-05-26,34
P53,2019-05-26,7
P54,2019-05-26,36
P55,2019-05-26,40
P56,2019-05-26,40
P57,2019-05-26,39
P58,2019-05-26,28
P59,2019-05-26,14
P60,2019-05-26,41
P61,2019-05-26,39
P62,2019-05-26,20
P63,2019-05-26,30
P64,2019-05-26,29
P65,2019-05-26,8
P66,2019-05-26,49
P67,2019-05-26,36
P68,2019-05-26,5
P69,2019-05-26,43
P70,2019-05-26,29
P71,2019-05-26,6
P72,2019-05-26,45
P73,2019-05-26,33
P74,2019-05-26,9
P75,2019-05-26,32
P76,2019-05-26,47
P77,2019-05-26,0
P78,2019-05-26,37
P79,2019-05-26,38
P80,2019-05-26,35
P81,2019-05-26,12
P82,2019-05-26,5
P83,2019-05-26,37
P84,2019-05-26,24
P85,2019-05-26,42
P86,2019-05-26,40
P87,2019-05-26,32
P88,2019-05-26,38
P89,2019-05-26,44
P90,2019-05-26,27
P91,2019-05-26,9
P92,2019-05-26,53
P93,2019-05-26,10
P94,2019-05-26,9
P95,2019-05-26,18
P96,2019-05-26,46
P97,2019-05-26,31
P98,2019-05-26,6
P99,2019-05-26,9
P100,2019-05-26,8
P101,2019-05-26,44
P102,2019-05-26,36
P103,2019-05-26,10
P104,2019-05-26,1
P105,2019-05-26,6
P106,2019-05-26,10
P107,2019-05-26,23
P108,2019-05-26,2
P109,2019-05-26,7
P110,2019-05-26,7
P111,2019-05-26,3
P112,2019-05-26,43
P113,2019-05-26,31
P114,2019-05-26,10
P115,2019-05-26,16
P116,2019-05-26,12
P117,2019-05-26,5
P118,2019-05-26,12
P119,2019-05-26,27
P120,2019-05-26,26
P121,2019-05-26,8
P122,2019-05-26,4
P123,2019-05-26,4
P124,2019-05-26,4
P125,2019-05-26,11
P126,2019-05-26,2
P127,2019-05-26,7
P128,2019-05-26,29
P129,2019-05-26,52
P130,2019-05-26,43
P131,2019-05-26,41
P132,2019-05-26,41
P133,2019-05-26,38
P134,2019-05-26,42
P135,2019-05-26,50
P136,2019-05-26,49
P137,2019-05-26,36
P138,2019-05-26,51
P139,2019-05-26,40
P140,2019-05-26,38
P141,2019-05-26,38
P142,2019-05-26,19
P143,2019-05-26,36
P144,2019-05-26,8
P145,2019-05-26,13
P146,2019-05-26,12
P147,2019-05-26,9
P148,2019-05-26,5
P149,2019-05-26,7
P150,2019-05-26,0
P151,2019-05-26,5
P152,2019-05-26,7
P153,2019-05-26,5
P154,2019-05-26,9
P155,2019-05-26,2
P156,2019-05-26,4
P157,2019-05-26,8
P158,2019-05-26,6
P159,2019-05-26,7
P160,2019-05-26,6
P161,2019-05-26,5
P162,2019-05-26,7
P163,2019-05-26,3
P164,2019-05-26,10
P165,2019-05-26,9
P166,2019-05-26,8
P167,2019-05-26,38
P168,2019-05-26,35
P169,2019-05-26,31
P170,2019-05-26,37
P171,2019-05-26,10
P172,2019-05-26,44
P173,2019-05-26,36
P174,2019-05-26,39
P175,2019-05-26,48
P176,2019-05-26,47
P177,2019-05-26,48
P178,2019-05-26,44
P179,2019-05-26,43
P180,2019-05-26,36
P181,2019-05-26,29
P182,2019-05-26,34
P183,2019-05-26,40
P184,2019-05-26,36
P185,2019-05-26,31
P186,2019-05-26,35
P187,2019-05-26,33
P188,2019-05-26,29
P189,2019-05-26,30
P190,2019-05-26,33
P191,2019-05-26,49
P192,2019-05-26,28
P193,2019-05-26,50
P194,2019-05-26,39
P195,2019-05-26,5
P196,2019-05-26,31
P197,2019-05-26,12
P198,2019-05-26,8
P199,2019-05-26,3
P200,2019-05-26,26
P201,2019-05-26,4
P202,2019-05-26,23
P203,2019-05-26,6
P204,2019-05-26,0
P205,2019-05-26,13
P206,2019-05-26,6
P207,2019-05-26,3
P208,2019-05-26,50
P209,2019-05-26,12
P210,2019-05-26,13
P211,2019-05-26,18
P212,2019-05-26,0
P213,2019-05-26,0
P214,2019-05-26,0
P215,2019-05-26,0
P216,2019-05-26,0
P217,2019-05-26,0
P218,2019-05-26,0
P219,2019-05-26,0
P220,2019-05-26,0
P221,2019-05-26,1
P222,2019-05-26,0
P223,2019-05-26,0
P224,2019-05-26,0
P225,2019-05-26,0
P226,2019-05-26,0
P227,2019-05-26,0
P228,2019-05-26,0
P229,2019-05-26,0
P230,2019-05-26,0
P231,2019-05-26,0
P232,2019-05-26,1
P233,2019-05-26,0
P234,2019-05-26,0
P235,2019-05-26,1
P236,2019-05-26,0
P237,2019-05-26,0
P238,2019-05-26,0
P239,2019-05-26,0
P240,2019-05-26,0
P241,2019-05-26,0
P242,2019-05-26,0
P243,2019-05-26,0
P244,2019-05-26,0
P245,2019-05-26,0
P246,2019-05-26,0
P247,2019-05-26,0
P248,2019-05-26,0
P249,2019-05-26,0
P250,2019-05-26,0
P251,2019-05-26,0
P252,2019-05-26,0
P253,2019-05-26,0
P254,2019-05-26,0
P255,2019-05-26,2
P256,2019-05-26,0
P257,2019-05-26,1
P258,2019-05-26,0
P259,2019-05-26,0
P260,2019-05-26,0
P261,2019-05-26,24
P262,2019-05-26,50
P263,2019-05-26,30
P264,2019-05-26,6
P265,2019-05-26,1
P266,2019-05-26,10
P267,2019-05-26,7
P268,2019-05-26,19
P269,2019-05-26,9
P270,2019-05-26,24
P271,2019-05-26,2
P272,2019-05-26,0
P273,2019-05-26,0
P274,2019-05-26,0
P275,2019-05-26,0
P276,2019-05-26,0
P277,2019-05-26,0
P278,2019-05-26,0
P279,2019-05-26,0
P280,2019-05-26,0
P281,2019-05-26,0
P282,2019-05-26,1
P283,2019-05-26,0
P284,2019-05-26,19
P285,2019-05-26,13
P286,2019-05-26,18
P287,2019-05-26,0
P288,2019-05-26,1
P289,2019-05-26,2
P290,2019-05-26,0
P291,2019-05-26,9
P292,2019-05-26,4
P293,2019-05-26,2
P294,2019-05-26,5
P295,2019-05-26,6
P296,2019-05-26,5
P297,2019-05-26,9
P298,2019-05-26,8
P299,2019-05-26,6
P300,2019-05-26,5
P301,2019-05-26,6
P302,2019-05-26,2
P303,2019-05-26,7
P304,2019-05-26,6
P305,2019-05-26,3
P306,2019-05-26,7
P307,2019-05-26,6
P308,2019-05-26,2
P309,2019-05-26,11
P310,2019-05-26,2
P311,2019-05-26,7
P312,2019-05-26,4
P313,2019-05-26,2
P314,2019-05-26,6
P315,2019-05-26,2
P316,2019-05-26,5
P317,2019-05-26,7
P318,2019-05-26,3
P319,2019-05-26,8
P320,2019-05-26,5
P321,2019-05-26,3
P322,2019-05-26,1
P323,2019-05-26,8
P324,2019-05-26,15
P325,2019-05-26,4
P326,2019-05-26,4
P327,2019-05-26,3
P328,2019-05-26,5
P329,2019-05-26,4
P330,2019-05-26,5
P331,2019-05-26,1
P332,2019-05-26,8
P333,2019-05-26,12
P334,2019-05-26,12
P335,2019-05-26,1
P336,2019-05-26,3
P337,2019-05-26,3
P338,2019-05-26,2
P339,2019-05-26,1
P340,2019-05-26,0
P341,2019-05-26,6
P342,2019-05-26,2
P343,2019-05-26,0
P344,2019-05-26,1
P345,2019-05-26,1
P346,2019-05-26,0
P347,2019-05-26,0
P348,2019-05-26,0
P349,2019-05-26,0
P350,2019-05-26,0
P351,2019-05-26,0
P352,2019-05-26,0
P354,2019-05-26,0
P355,2019-05-26,0
P356,2019-05-26,6
P357,2019-05-26,1
P358,2019-05-26,2
P359,2019-05-26,6
P360,2019-05-26,0
P361,2019-05-26,2
P362,2019-05-26,1
P363,2019-05-26,1
P364,2019-05-26,10
P365,2019-05-26,2
P366,2019-05-26,9
P367,2019-05-26,3
P368,2019-05-26,5
P369,2019-05-26,5
P370,2019-05-26,1
P371,2019-05-26,1
P372,2019-05-26,1
P373,2019-05-26,0
P374,2019-05-26,0
P375,2019-05-26,0
P376,2019-05-26,2
P377,2019-05-26,1
P378,2019-05-26,1
P379,2019-05-26,0
P380,2019-05-26,0
P381,2019-05-26,0
P382,2019-05-26,0
P383,2019-05-26,0
P384,2019-05-26,0
P386,2019-05-26,0
P387,2019-05-26,2
P388,2019-05-26,2
P389,2019-05-26,2
P390,2019-05-26,4
P391,2019-05-26,3
P392,2019-05-26,8
P393,2019-05-26,0
P394,2019-05-26,7
P395,2019-05-26,2
P396,2019-05-26,1
P397,2019-05-26,17
P398,2019-05-26,12
P399,2019-05-26,17
P400,2019-05-26,10
P401,2019-05-26,1
P402,2019-05-26,4
P403,2019-05-26,28
P404,2019-05-26,10
P405,2019-05-26,20
P406,2019-05-26,15
P407,2019-05-26,23
P408,2019-05-26,19
P409,2019-05-26,64
P410,2019-05-26,25
P411,2019-05-26,23
P412,2019-05-26,3
P413,2019-05-26,12
P414,2019-05-26,3
P415,2019-05-26,4
P416,2019-05-26,2
P417,2019-05-26,0
P418,2019-05-26,0
P419,2019-05-26,0
P420,2019-05-26,1
P421,2019-05-26,0
P422,2019-05-26,1
P423,2019-05-26,0
P424,2019-05-26,1
P425,2019-05-26,0
P426,2019-05-26,0
P427,2019-05-26,0
P428,2019-05-26,0
P429,2019-05-26,9
P430,2019-05-26,10
P431,2019-05-26,8
P432,2019-05-26,13
P433,2019-05-26,2
P434,2019-05-26,2
P435,2019-05-26,18
P436,2019-05-26,11
P437,2019-05-26,8
P438,2019-05-26,0
P439,2019-05-26,1
P440,2019-05-26,0
P441,2019-05-26,0
P442,2019-05-26,0
P443,2019-05-26,2
P444,2019-05-26,0
P445,2019-05-26,0
P446,2019-05-26,0
P447,2019-05-26,0
P448,2019-05-26,0
P449,2019-05-26,0
P450,2019-05-26,0
P451,2019-05-26,0
P452,2019-05-26,0
P453,2019-05-26,0
P454,2019-05-26,1
P455,2019-05-26,0
P456,2019-05-26,1
P457,2019-05-26,0
P458,2019-05-26,1
P459,2019-05-26,0
P460,2019-05-26,0
P461,2019-05-26,0
P462,2019-05-26,0
P463,2019-05-26,0
P464,2019-05-26,0
P465,2019-05-26,0
P466,2019-05-26,0
P467,2019-05-26,0
P468,2019-05-26,0
P469,2019-05-26,0
P470,2019-05-26,0
P471,2019-05-26,0
P472,2019-05-26,0
P473,2019-05-26,0
P474,2019-05-26,0
P475,2019-05-26,4
P476,2019-05-26,2
P477,2019-05-26,0
P478,2019-05-26,0
P479,2019-05-26,0
P480,2019-05-26,0
P481,2019-05-26,0
P482,2019-05-26,0
P483,2019-05-26,0
P484,2019-05-26,4
P485,2019-05-26,10
P486,2019-05-26,18
P487,2019-05-26,17
P488,2019-05-26,12
P489,2019-05-26,6
P490,2019-05-26,8
P491,2019-05-26,16
P492,2019-05-26,14
P493,2019-05-26,8
P494,2019-05-26,21
P495,2019-05-26,11
P496,2019-05-26,7
P497,2019-05-26,1
P498,2019-05-26,5
P499,2019-05-26,15
P500,2019-05-26,6
P501,2019-05-26,7
P502,2019-05-26,8
P503,2019-05-26,17
P504,2019-05-26,16
P505,2019-05-26,19
P506,2019-05-26,21
P507,2019-05-26,25
P508,2019-05-26,5
P509,2019-05-26,8
P510,2019-05-26,10
P511,2019-05-26,31
P512,2019-05-26,20
P513,2019-05-26,13
P514,2019-05-26,13
P515,2019-05-26,12
P516,2019-05-26,26
P517,2019-05-26,17
P518,2019-05-26,10
P519,2019-05-26,20
P520,2019-05-26,8
P521,2019-05-26,11
P522,2019-05-26,10
P523,2019-05-26,16
P524,2019-05-26,10
P525,2019-05-26,14
P526,2019-05-26,23
P527,2019-05-26,8
P528,2019-05-26,11
P529,2019-05-26,19
P530,2019-05-26,22
P531,2019-05-26,3
P532,2019-05-26,9
P533,2019-05-26,35
P534,2019-05-26,12
P535,2019-05-26,13
P536,2019-05-26,7
P537,2019-05-26,20
P538,2019-05-26,19
P539,2019-05-26,8
P540,2019-05-26,20
P541,2019-05-26,15
P542,2019-05-26,7
P543,2019-05-26,11
P544,2019-05-26,14
P545,2019-05-26,23
P546,2019-05-26,9
P547,2019-05-26,9
P548,2019-05-26,39
P549,2019-05-26,36
P550,2019-05-26,10
P551,2019-05-26,16
P552,2019-05-26,8
P553,2019-05-26,6
P554,2019-05-26,21
P555,2019-05-26,17
P556,2019-05-26,15
P557,2019-05-26,21
P558,2019-05-26,19
P559,2019-05-26,16
P560,2019-05-26,13
P561,2019-05-26,1
P562,2019-05-26,3
P563,2019-05-26,10
P564,2019-05-26,26
P565,2019-05-26,12
P566,2019-05-26,17
P567,2019-05-26,4
P568,2019-05-26,4
P569,2019-05-26,1
P570,2019-05-26,2
P571,2019-05-26,3
P572,2019-05-26,2
P573,2019-05-26,6
P574,2019-05-26,2
P575,2019-05-26,1
P576,2019-05-26,0
P577,2019-05-26,0
P578,2019-05-26,0
P579,2019-05-26,0
P580,2019-05-26,5
P581,2019-05-26,1
P582,2019-05-26,3
P583,2019-05-26,4
P584,2019-05-26,6
P585,2019-05-26,0
P586,2019-05-26,5
P587,2019-05-26,3
P588,2019-05-26,2
P589,2019-05-26,0
P590,2019-05-26,6
P591,2019-05-26,4
P592,2019-05-26,0
P593,2019-05-26,2
P594,2019-05-26,2
P595,2019-05-26,3
P596,2019-05-26,4
P597,2019-05-26,1
P598,2019-05-26,11
P599,2019-05-26,1
P600,2019-05-26,2
P601,2019-05-26,1
P602,2019-05-26,1
P603,2019-05-26,0
P604,2019-05-26,2
P605,2019-05-26,0
P606,2019-05-26,0
P607,2019-05-26,0
P608,2019-05-26,0
P609,2019-05-26,0
P610,2019-05-26,5
P611,2019-05-26,2
P612,2019-05-26,24
P613,2019-05-26,20
P614,2019-05-26,6
P615,2019-05-26,37
P616,2019-05-26,8
P617,2019-05-26,36
P618,2019-05-26,39
P619,2019-05-26,29
P620,2019-05-26,35
P621,2019-05-26,32
P622,2019-05-26,30
P623,2019-05-26,45
P624,2019-05-26,5
P625,2019-05-26,6
P626,2019-05-26,5
P627,2019-05-26,10
P628,2019-05-26,3
P629,2019-05-26,11
P630,2019-05-26,7
P631,2019-05-26,13
P632,2019-05-26,9
P633,2019-05-26,9
P634,2019-05-26,12
P635,2019-05-26,7
P636,2019-05-26,16
P637,2019-05-26,6
P638,2019-05-26,16
P639,2019-05-26,1
P640,2019-05-26,15
P641,2019-05-26,1
P642,2019-05-26,4
P643,2019-05-26,0
P644,2019-05-26,0
P646,2019-05-26,0
P647,2019-05-26,0
P649,2019-05-26,0
P650,2019-05-26,0
P651,2019-05-26,0
P652,2019-05-26,0
P653,2019-05-26,0
P654,2019-05-26,0
P655,2019-05-26,0
P656,2019-05-26,0
P657,2019-05-26,0
P658,2019-05-26,0
P659,2019-05-26,0
P660,2019-05-26,0
P661,2019-05-26,0
P662,2019-05-26,0
P663,2019-05-26,0
P664,2019-05-26,0
P665,2019-05-26,0
P666,2019-05-26,0
P667,2019-05-26,0
P668,2019-05-26,0
P669,2019-05-26,0
P670,2019-05-26,0
P671,2019-05-26,1
P672,2019-05-26,0
P673,2019-05-26,2
P674,2019-05-26,6
P675,2019-05-26,6
P676,2019-05-26,3
P677,2019-05-26,0
P678,2019-05-26,0
P679,2019-05-26,0
P680,2019-05-26,0
P681,2019-05-26,0
P682,2019-05-26,0
P683,2019-05-26,0
P684,2019-05-26,0
P685,2019-05-26,2
P686,2019-05-26,5
P687,2019-05-26,0
P688,2019-05-26,0
P689,2019-05-26,0
P690,2019-05-26,0
P691,2019-05-26,0
P692,2019-05-26,3
P693,2019-05-26,1
P694,2019-05-26,0
P695,2019-05-26,0
P696,2019-05-26,0
P697,2019-05-26,1
P698,2019-05-26,3
P699,2019-05-26,2
P700,2019-05-26,0
P701,2019-05-26,4
P702,2019-05-26,5
P703,2019-05-26,1
P704,2019-05-26,1
P705,2019-05-26,6
P706,2019-05-26,1
P707,2019-05-26,3
P708,2019-05-26,0
P711,2019-05-26,0
P712,2019-05-26,0
P713,2019-05-26,0
P714,2019-05-26,0
P715,2019-05-26,1
P716,2019-05-26,0
P717,2019-05-26,1
P718,2019-05-26,0
P719,2019-05-26,0
P720,2019-05-26,2
P721,2019-05-26,0
P722,2019-05-26,0
P724,2019-05-26,0
P726,2019-05-26,0
P727,2019-05-26,2
P728,2019-05-26,1
P729,2019-05-26,0
P730,2019-05-26,0
P731,2019-05-26,0
P732,2019-05-26,2
P733,2019-05-26,1
P734,2019-05-26,1
P735,2019-05-26,0
P736,2019-05-26,1
P737,2019-05-26,4
P738,2019-05-26,0
P739,2019-05-26,0
P740,2019-05-26,0
P741,2019-05-26,0
P742,2019-05-26,0
P743,2019-05-26,1
P744,2019-05-26,1
P745,2019-05-26,4
P746,2019-05-26,1
P747,2019-05-26,1
P748,2019-05-26,0
P749,2019-05-26,1
P750,2019-05-26,1
P751,2019-05-26,0
P752,2019-05-26,4
P753,2019-05-26,0
P754,2019-05-26,3
P755,2019-05-26,1
P756,2019-05-26,0
P757,2019-05-26,0
P758,2019-05-26,0
P759,2019-05-26,1
P760,2019-05-26,0
P761,2019-05-26,0
P762,2019-05-26,1
P763,2019-05-26,1
P764,2019-05-26,3
P765,2019-05-26,0
P766,2019-05-26,0
P767,2019-05-26,2
P768,2019-05-26,1
P769,2019-05-26,2
P770,2019-05-26,0
P771,2019-05-26,0
P772,2019-05-26,0
P773,2019-05-26,0
P774,2019-05-26,0
P775,2019-05-26,0
P776,2019-05-26,1
P777,2019-05-26,0
P778,2019-05-26,0
P779,2019-05-26,1
P780,2019-05-26,0
P781,2019-05-26,23
P782,2019-05-26,2
P783,2019-05-26,12
P784,2019-05-26,3
P785,2019-05-26,1
P786,2019-05-26,1
P787,2019-05-26,1
P788,2019-05-26,4
P789,2019-05-26,5
P790,2019-05-26,4
P791,2019-05-26,5
P792,2019-05-26,0
P793,2019-05-26,0
P794,2019-05-26,0
P795,2019-05-26,2
P796,2019-05-26,3
P797,2019-05-26,2
P798,2019-05-26,1
P799,2019-05-26,5
P800,2019-05-26,2
P801,2019-05-26,2
P802,2019-05-26,0
P803,2019-05-26,4
P804,2019-05-26,6
P805,2019-05-26,4
P806,2019-05-26,2
P807,2019-05-26,2
P808,2019-05-26,3
P809,2019-05-26,0
P810,2019-05-26,0
P811,2019-05-26,2
P812,2019-05-26,1
P813,2019-05-26,3
P814,2019-05-26,5
P815,2019-05-26,0
P816,2019-05-26,1
P817,2019-05-26,1
P818,2019-05-26,0
P819,2019-05-26,0
P1,2019-06-02,11
P2,2019-06-02,7
P3,2019-06-02,13
P4,2019-06-02,7
P5,2019-06-02,6
P6,2019-06-02,9
P7,2019-06-02,5
P8,2019-06-02,11
P9,2019-06-02,17
P10,2019-06-02,23
P11,2019-06-02,12
P12,2019-06-02,7
P13,2019-06-02,5
P14,2019-06-02,17
P15,2019-06-02,36
P16,2019-06-02,28
P17,2019-06-02,36
P18,2019-06-02,38
P19,2019-06-02,41
P20,2019-06-02,8
P21,2019-06-02,13
P22,2019-06-02,17
P23,2019-06-02,3
P24,2019-06-02,29
P25,2019-06-02,30
P26,2019-06-02,20
P27,2019-06-02,21
P28,2019-06-02,40
P29,2019-06-02,15
P30,2019-06-02,29
P31,2019-06-02,3
P32,2019-06-02,8
P33,2019-06-02,11
P34,2019-06-02,41
P35,2019-06-02,42
P36,2019-06-02,39
P37,2019-06-02,45
P38,2019-06-02,36
P39,2019-06-02,34
P40,2019-06-02,44
P41,2019-06-02,49
P42,2019-06-02,41
P43,2019-06-02,40
P44,2019-06-02,38
P45,2019-06-02,32
P46,2019-06-02,33
P47,2019-06-02,39
P48,2019-06-02,35
P49,2019-06-02,39
P50,2019-06-02,7
P51,2019-06-02,25
P52,2019-06-02,31
P53,2019-06-02,6
P54,2019-06-02,44
P55,2019-06-02,36
P56,2019-06-02,41
P57,2019-06-02,35
P58,2019-06-02,48
P59,2019-06-02,12
P60,2019-06-02,41
P61,2019-06-02,38
P62,2019-06-02,15
P63,2019-06-02,44
P64,2019-06-02,33
P65,2019-06-02,10
P66,2019-06-02,35
P67,2019-06-02,30
P68,2019-06-02,11
P69,2019-06-02,36
P70,2019-06-02,22
P71,2019-06-02,10
P72,2019-06-02,50
P73,2019-06-02,42
P74,2019-06-02,8
P75,2019-06-02,41
P76,2019-06-02,32
P77,2019-06-02,7
P78,2019-06-02,34
P79,2019-06-02,42
P80,2019-06-02,34
P81,2019-06-02,14
P82,2019-06-02,5
P83,2019-06-02,39
P84,2019-06-02,33
P85,2019-06-02,34
P86,2019-06-02,32
P87,2019-06-02,32
P88,2019-06-02,41
P89,2019-06-02,27
P90,2019-06-02,34
P91,2019-06-02,8
P92,2019-06-02,58
P93,2019-06-02,7
P94,2019-06-02,12
P95,2019-06-02,14
P96,2019-06-02,31
P97,2019-06-02,28
P98,2019-06-02,7
P99,2019-06-02,9
P100,2019-06-02,17
P101,2019-06-02,44
P102,2019-06-02,28
P103,2019-06-02,3
P104,2019-06-02,3
P105,2019-06-02,7
P106,2019-06-02,14
P107,2019-06-02,15
P108,2019-06-02,3
P109,2019-06-02,6
P110,2019-06-02,8
P111,2019-06-02,1
P112,2019-06-02,43
P113,2019-06-02,37
P114,2019-06-02,5
P115,2019-06-02,18
P116,2019-06-02,6
P117,2019-06-02,5
P118,2019-06-02,5
P119,2019-06-02,35
P120,2019-06-02,30
P121,2019-06-02,11
P122,2019-06-02,10
P123,2019-06-02,6
P124,2019-06-02,3
P125,2019-06-02,13
P126,2019-06-02,2
P127,2019-06-02,3
P128,2019-06-02,48
P129,2019-06-02,40
P130,2019-06-02,42
P131,2019-06-02,32
P132,2019-06-02,39
P133,2019-06-02,32
P134,2019-06-02,39
P135,2019-06-02,43
P136,2019-06-02,43
P137,2019-06-02,31
P138,2019-06-02,29
P139,2019-06-02,35
P140,2019-06-02,31
P141,2019-06-02,39
P142,2019-06-02,33
P143,2019-06-02,35
P144,2019-06-02,8
P145,2019-06-02,15
P146,2019-06-02,6
P147,2019-06-02,10
P148,2019-06-02,4
P149,2019-06-02,10
P150,2019-06-02,6
P151,2019-06-02,5
P152,2019-06-02,6
P153,2019-06-02,6
P154,2019-06-02,9
P155,2019-06-02,1
P156,2019-06-02,0
P157,2019-06-02,3
P158,2019-06-02,2
P159,2019-06-02,1
P160,2019-06-02,4
P161,2019-06-02,6
P162,2019-06-02,13
P163,2019-06-02,2
P164,2019-06-02,9
P165,2019-06-02,13
P166,2019-06-02,6
P167,2019-06-02,28
P168,2019-06-02,44
P169,2019-06-02,31
P170,2019-06-02,36
P171,2019-06-02,9
P172,2019-06-02,31
P173,2019-06-02,41
P174,2019-06-02,37
P175,2019-06-02,34
P176,2019-06-02,32
P177,2019-06-02,39
P178,2019-06-02,51
P179,2019-06-02,36
P180,2019-06-02,31
P181,2019-06-02,45
P182,2019-06-02,25
P183,2019-06-02,36
P184,2019-06-02,34
P185,2019-06-02,44
P186,2019-06-02,43
P187,2019-06-02,28
P188,2019-06-02,35
P189,2019-06-02,38
P190,2019-06-02,34
P191,2019-06-02,41
P192,2019-06-02,32
P193,2019-06-02,46
P194,2019-06-02,25
P195,2019-06-02,3
P196,2019-06-02,35
P197,2019-06-02,11
P198,2019-06-02,9
P199,2019-06-02,2
P200,2019-06-02,21
P201,2019-06-02,7
P202,2019-06-02,22
P203,2019-06-02,3
P204,2019-06-02,5
P205,2019-06-02,15
P206,2019-06-02,3
P207,2019-06-02,5
P208,2019-06-02,41
P209,2019-06-02,10
P210,2019-06-02,17
P211,2019-06-02,13
P212,2019-06-02,1
P213,2019-06-02,0
P214,2019-06-02,0
P215,2019-06-02,0
P216,2019-06-02,0
P217,2019-06-02,0
P218,2019-06-02,0
P219,2019-06-02,1
P220,2019-06-02,0
P221,2019-06-02,0
P222,2019-06-02,2
P223,2019-06-02,0
P224,2019-06-02,0
P225,2019-06-02,0
P226,2019-06-02,0
P227,2019-06-02,0
P228,2019-06-02,0
P229,2019-06-02,0
P230,2019-06-02,0
P231,2019-06-02,0
P232,2019-06-02,0
P233,2019-06-02,0
P234,2019-06-02,1
P235,2019-06-02,0
P236,2019-06-02,0
